charging_userid,ev_model,station_id,power_consumption,charging_duration,charging_start_time,charging_end_time,charging_start_percentage,charging_end_percentage,charging_rate
U03779,Model_20,S034,28.3,1.8,2024-09-11 00:50:12,2024-09-11 02:38:12,41,53,15.72
U02939,Model_12,S038,11.96,2.01,2024-05-11 00:50:12,2024-05-11 02:50:48,14,100,5.95
U02519,Model_20,S047,13.83,1.75,2023-12-25 00:50:12,2023-12-25 02:35:12,3,18,7.9
U01939,Model_6,S061,33.62,1.93,2024-05-15 00:50:12,2024-05-15 02:46:00,25,57,17.42
U02785,Model_8,S031,27.33,2.48,2024-07-14 00:50:12,2024-07-14 03:19:00,56,73,11.02
U04684,Model_13,S003,11.87,1.09,2024-01-29 00:50:12,2024-01-29 01:55:36,59,90,10.89
U01203,Model_2,S038,53.75,2.82,2024-09-24 00:50:12,2024-09-24 03:39:24,36,52,19.06
U04617,Model_11,S010,12.42,2.12,2024-11-16 00:50:12,2024-11-16 02:57:24,57,99,5.86
U03714,Model_6,S004,28.03,1.52,2024-09-03 00:50:12,2024-09-03 02:21:24,34,95,18.44
U01841,Model_8,S032,17.5,1.11,2024-08-26 00:50:12,2024-08-26 01:56:48,54,96,15.77
U02360,Model_14,S023,7.8,2.23,2024-05-13 00:50:12,2024-05-13 03:04:00,2,18,3.5
U00817,Model_8,S011,6.98,1.58,2024-09-02 00:50:12,2024-09-02 02:25:00,29,38,4.42
U00292,Model_13,S068,17.74,2.83,2024-12-11 00:50:12,2024-12-11 03:40:00,51,57,6.27
U04455,Model_3,S059,2.79,0.75,2024-08-28 00:50:12,2024-08-28 01:35:12,47,66,3.72
U01485,Model_2,S027,4.94,0.64,2024-11-11 00:50:12,2024-11-11 01:28:36,80,92,7.72
U01946,Model_8,S045,17.19,1.44,2024-03-28 00:50:12,2024-03-28 02:16:36,37,62,11.94
U04907,Model_1,S021,60.68,2.94,2024-10-23 00:50:12,2024-10-23 03:46:36,33,88,20.64
U00489,Model_20,S068,41.15,2.38,2024-11-25 00:50:12,2024-11-25 03:13:00,48,62,17.29
U02674,Model_9,S040,8.53,2.78,2024-03-27 00:50:12,2024-03-27 03:37:00,62,65,3.07
U03932,Model_4,S040,21.85,2.01,2024-01-15 00:50:12,2024-01-15 02:50:48,72,93,10.87
U02678,Model_6,S066,6.09,1.7,2024-06-30 00:50:12,2024-06-30 02:32:12,16,56,3.58
U02078,Model_6,S009,11.38,1.15,2024-07-24 00:50:12,2024-07-24 01:59:12,37,92,9.9
U00133,Model_20,S006,46.83,2.64,2024-05-24 00:50:12,2024-05-24 03:28:36,57,90,17.74
U03829,Model_16,S021,28.74,2.36,2024-10-27 00:50:12,2024-10-27 03:11:48,62,66,12.18
U01632,Model_11,S026,4.31,0.74,2024-05-18 00:50:12,2024-05-18 01:34:36,15,64,5.82
U02204,Model_6,S043,32.29,2.99,2024-01-31 00:50:12,2024-01-31 03:49:36,69,90,10.8
U04408,Model_4,S022,39.16,1.83,2024-10-29 00:50:12,2024-10-29 02:40:00,58,71,21.4
U03331,Model_18,S039,11.18,0.96,2024-09-22 00:50:12,2024-09-22 01:47:48,17,23,11.65
U00586,Model_7,S052,8.89,2.2,2024-09-27 00:50:12,2024-09-27 03:02:12,37,67,4.04
U01915,Model_17,S006,6.48,0.71,2024-07-24 00:50:12,2024-07-24 01:32:48,11,47,9.12
U01176,Model_18,S054,14.64,1.53,2024-07-18 00:50:12,2024-07-18 02:22:00,22,26,9.57
U03738,Model_11,S008,16.5,1.85,2024-03-20 00:50:12,2024-03-20 02:41:12,45,57,8.92
U03186,Model_4,S062,8.68,1.95,2024-07-20 00:50:12,2024-07-20 02:47:12,64,83,4.45
U02936,Model_14,S038,2.07,0.59,2024-03-06 00:50:12,2024-03-06 01:25:36,55,65,3.51
U03897,Model_9,S068,10.5,0.64,2024-04-02 00:50:12,2024-04-02 01:28:36,0,3,16.41
U03189,Model_5,S050,26.54,1.29,2024-05-15 00:50:12,2024-05-15 02:07:36,44,62,20.57
U00576,Model_19,S028,5.84,0.74,2024-02-18 00:50:12,2024-02-18 01:34:36,41,64,7.89
U04312,Model_1,S066,10.49,1.76,2024-02-17 00:50:12,2024-02-17 02:35:48,33,39,5.96
U04782,Model_19,S041,13.14,2.22,2024-06-19 00:50:12,2024-06-19 03:03:24,34,77,5.92
U02675,Model_14,S004,27.46,2.84,2023-12-19 00:50:12,2023-12-19 03:40:36,16,59,9.67
U00340,Model_12,S032,10.69,0.54,2024-09-22 00:50:12,2024-09-22 01:22:36,20,55,19.8
U04360,Model_18,S003,18.21,1.17,2024-12-12 00:50:12,2024-12-12 02:00:24,52,93,15.56
U02701,Model_3,S059,15.36,1.17,2024-11-28 00:50:12,2024-11-28 02:00:24,6,14,13.13
U00703,Model_16,S034,22.86,1.86,2024-07-19 00:50:12,2024-07-19 02:41:48,39,58,12.29
U03683,Model_2,S001,5.35,1.49,2024-01-07 00:50:12,2024-01-07 02:19:36,41,53,3.59
U02370,Model_15,S037,56.87,2.99,2024-11-07 00:50:12,2024-11-07 03:49:36,36,54,19.02
U03872,Model_15,S052,6.1,1.81,2024-09-24 00:50:12,2024-09-24 02:38:48,79,94,3.37
U03010,Model_10,S003,15.43,2.99,2024-05-13 00:50:12,2024-05-13 03:49:36,37,52,5.16
U00129,Model_19,S027,14.3,1.17,2024-02-27 00:50:12,2024-02-27 02:00:24,72,75,12.22
U04073,Model_17,S047,21.66,1.45,2024-07-04 00:50:12,2024-07-04 02:17:12,49,64,14.94
U01090,Model_6,S037,10.07,0.56,2024-07-14 00:50:12,2024-07-14 01:23:48,13,94,17.99
U01757,Model_7,S070,16.78,1.69,2024-02-18 00:50:12,2024-02-18 02:31:36,46,67,9.93
U00072,Model_1,S035,13.23,2.1,2024-08-27 00:50:12,2024-08-27 02:56:12,20,40,6.3
U00224,Model_1,S058,10.17,2.67,2024-03-01 00:50:12,2024-03-01 03:30:24,17,23,3.81
U00492,Model_3,S061,26.95,2.55,2024-03-07 00:50:12,2024-03-07 03:23:12,26,92,10.57
U02367,Model_19,S014,34.72,2.76,2024-10-12 00:50:12,2024-10-12 03:35:48,44,55,12.58
U03690,Model_18,S003,23.35,1.9,2024-06-05 00:50:12,2024-06-05 02:44:12,31,34,12.29
U01190,Model_18,S017,7.15,1.49,2024-06-14 00:50:12,2024-06-14 02:19:36,14,21,4.8
U03683,Model_19,S009,39.1,2.06,2024-05-19 00:50:12,2024-05-19 02:53:48,73,93,18.98
U01575,Model_6,S060,47.05,2.85,2024-06-03 00:50:12,2024-06-03 03:41:12,55,63,16.51
U01001,Model_4,S061,19.24,1.48,2024-02-26 00:50:12,2024-02-26 02:19:00,41,50,13.0
U03584,Model_19,S001,58.72,2.69,2024-04-10 00:50:12,2024-04-10 03:31:36,12,38,21.83
U00686,Model_11,S065,27.77,1.85,2023-12-29 00:50:12,2023-12-29 02:41:12,5,17,15.01
U00764,Model_18,S032,15.28,0.81,2024-05-25 00:50:12,2024-05-25 01:38:48,36,98,18.86
U02507,Model_19,S064,3.23,0.63,2024-11-27 00:50:12,2024-11-27 01:28:00,79,98,5.13
U01806,Model_10,S020,10.25,1.33,2024-09-12 00:50:12,2024-09-12 02:10:00,3,40,7.71
U04852,Model_18,S046,42.21,2.23,2024-09-23 00:50:12,2024-09-23 03:04:00,41,95,18.93
U01764,Model_2,S022,46.9,2.28,2024-09-06 00:50:12,2024-09-06 03:07:00,19,57,20.57
U02027,Model_17,S008,45.81,2.11,2024-07-09 00:50:12,2024-07-09 02:56:48,76,80,21.71
U04946,Model_8,S064,7.87,0.6,2024-11-28 00:50:12,2024-11-28 01:26:12,24,49,13.12
U00151,Model_2,S040,12.14,1.76,2024-09-20 00:50:12,2024-09-20 02:35:48,3,26,6.9
U01205,Model_10,S011,10.51,1.6,2024-06-20 00:50:12,2024-06-20 02:26:12,6,69,6.57
U03660,Model_12,S005,6.06,1.2,2024-04-01 00:50:12,2024-04-01 02:02:12,39,48,5.05
U03175,Model_17,S020,27.25,1.56,2024-06-23 00:50:12,2024-06-23 02:23:48,45,89,17.47
U03393,Model_1,S054,14.27,1.05,2024-05-23 00:50:12,2024-05-23 01:53:12,43,85,13.59
U03294,Model_8,S047,35.25,2.82,2024-05-02 00:50:12,2024-05-02 03:39:24,7,91,12.5
U02382,Model_6,S059,48.94,2.52,2024-06-22 00:50:12,2024-06-22 03:21:24,63,92,19.42
U01617,Model_18,S027,43.27,2.9,2024-04-25 00:50:12,2024-04-25 03:44:12,78,89,14.92
U03155,Model_14,S012,11.63,0.68,2024-08-31 00:50:12,2024-08-31 01:31:00,1,89,17.1
U04072,Model_18,S010,11.47,0.85,2024-08-06 00:50:12,2024-08-06 01:41:12,10,86,13.49
U02514,Model_10,S001,55.91,2.78,2024-01-31 00:50:12,2024-01-31 03:37:00,12,98,20.11
U03017,Model_5,S026,27.82,2.15,2024-08-24 00:50:12,2024-08-24 02:59:12,32,68,12.94
U01101,Model_10,S057,13.31,0.69,2024-01-07 00:50:12,2024-01-07 01:31:36,64,67,19.29
U00720,Model_5,S018,19.07,1.51,2024-01-13 00:50:12,2024-01-13 02:20:48,49,93,12.63
U03857,Model_2,S022,20.59,1.91,2024-07-20 00:50:12,2024-07-20 02:44:48,15,22,10.78
U01768,Model_10,S001,9.7,2.63,2024-05-23 00:50:12,2024-05-23 03:28:00,6,52,3.69
U01982,Model_11,S029,13.0,0.82,2024-09-08 00:50:12,2024-09-08 01:39:24,79,99,15.85
U02698,Model_16,S044,5.2,0.53,2024-01-23 00:50:12,2024-01-23 01:22:00,26,58,9.81
U01425,Model_6,S003,4.01,0.83,2024-09-25 00:50:12,2024-09-25 01:40:00,56,74,4.83
U00814,Model_7,S004,11.73,0.68,2024-06-19 00:50:12,2024-06-19 01:31:00,7,11,17.25
U03154,Model_12,S024,15.29,1.0,2024-01-06 00:50:12,2024-01-06 01:50:12,8,55,15.29
U00622,Model_10,S067,19.59,1.69,2024-02-07 00:50:12,2024-02-07 02:31:36,53,62,11.59
U01202,Model_3,S045,14.9,2.61,2024-07-01 00:50:12,2024-07-01 03:26:48,16,25,5.71
U03167,Model_14,S035,10.58,2.62,2024-10-11 00:50:12,2024-10-11 03:27:24,31,71,4.04
U02197,Model_3,S054,21.15,1.15,2024-11-11 00:50:12,2024-11-11 01:59:12,36,51,18.39
U03428,Model_5,S035,3.97,1.0,2024-02-02 00:50:12,2024-02-02 01:50:12,38,79,3.97
U04604,Model_12,S014,11.0,1.36,2024-07-07 00:50:12,2024-07-07 02:11:48,51,54,8.09
U03453,Model_17,S015,40.3,1.84,2024-03-24 00:50:12,2024-03-24 02:40:36,66,98,21.9
U02582,Model_20,S055,35.27,1.84,2024-10-14 00:50:12,2024-10-14 02:40:36,39,61,19.17
U00002,Model_20,S056,33.9,1.7,2024-06-24 00:50:12,2024-06-24 02:32:12,76,88,19.94
U02353,Model_17,S040,15.84,1.64,2024-02-14 00:50:12,2024-02-14 02:28:36,15,99,9.66
U01960,Model_11,S043,26.16,1.56,2024-02-02 00:50:12,2024-02-02 02:23:48,17,28,16.77
U03813,Model_12,S047,14.78,2.03,2024-09-14 00:50:12,2024-09-14 02:52:00,15,44,7.28
U04666,Model_8,S067,13.66,0.9,2024-05-10 00:50:12,2024-05-10 01:44:12,53,93,15.18
U03817,Model_10,S062,19.1,1.45,2024-12-05 00:50:12,2024-12-05 02:17:12,78,90,13.17
U00754,Model_4,S037,6.39,1.01,2024-02-10 00:50:12,2024-02-10 01:50:48,43,60,6.33
U04376,Model_15,S046,2.76,0.51,2024-10-26 00:50:12,2024-10-26 01:20:48,70,72,5.41
U03055,Model_5,S040,16.73,2.12,2024-03-06 00:50:12,2024-03-06 02:57:24,31,90,7.89
U00765,Model_10,S059,18.61,1.99,2024-04-18 00:50:12,2024-04-18 02:49:36,76,86,9.35
U01021,Model_7,S054,18.48,2.11,2024-09-15 00:50:12,2024-09-15 02:56:48,8,46,8.76
U02446,Model_13,S059,26.58,2.28,2024-08-24 00:50:12,2024-08-24 03:07:00,18,36,11.66
U01138,Model_5,S015,12.05,1.06,2024-01-04 00:50:12,2024-01-04 01:53:48,20,48,11.37
U00836,Model_20,S057,19.56,1.26,2024-01-14 00:50:12,2024-01-14 02:05:48,55,61,15.52
U00898,Model_9,S069,29.73,2.85,2024-04-30 00:50:12,2024-04-30 03:41:12,15,75,10.43
U02729,Model_10,S004,7.56,0.96,2024-10-10 00:50:12,2024-10-10 01:47:48,76,100,7.88
U04550,Model_18,S007,16.87,0.95,2024-07-05 00:50:12,2024-07-05 01:47:12,50,53,17.76
U00570,Model_5,S026,12.08,1.14,2024-05-07 00:50:12,2024-05-07 01:58:36,27,53,10.6
U01923,Model_14,S028,25.82,1.7,2024-07-28 00:50:12,2024-07-28 02:32:12,52,79,15.19
U03046,Model_15,S030,39.61,2.52,2024-04-28 00:50:12,2024-04-28 03:21:24,77,84,15.72
U03403,Model_1,S067,43.83,2.62,2024-11-19 00:50:12,2024-11-19 03:27:24,47,85,16.73
U00150,Model_17,S004,23.22,1.42,2024-02-29 00:50:12,2024-02-29 02:15:24,40,68,16.35
U00732,Model_6,S015,14.55,2.27,2024-03-21 00:50:12,2024-03-21 03:06:24,24,77,6.41
U03780,Model_2,S038,38.21,2.67,2024-08-02 00:50:12,2024-08-02 03:30:24,54,57,14.31
U03783,Model_20,S052,20.93,1.02,2024-11-18 00:50:12,2024-11-18 01:51:24,61,99,20.52
U02308,Model_19,S045,29.33,2.85,2024-01-25 00:50:12,2024-01-25 03:41:12,23,30,10.29
U02317,Model_9,S065,13.32,0.82,2024-03-19 00:50:12,2024-03-19 01:39:24,72,95,16.25
U03135,Model_11,S068,18.57,2.53,2024-03-16 00:50:12,2024-03-16 03:22:00,25,56,7.34
U02055,Model_4,S016,25.86,1.31,2024-06-04 00:50:12,2024-06-04 02:08:48,61,93,19.74
U03791,Model_17,S035,37.92,2.48,2024-08-25 00:50:12,2024-08-25 03:19:00,43,80,15.29
U04711,Model_19,S036,22.41,2.84,2024-09-08 00:50:12,2024-09-08 03:40:36,31,86,7.89
U04313,Model_19,S004,24.51,1.23,2024-10-24 00:50:12,2024-10-24 02:04:00,64,85,19.93
U03953,Model_18,S040,10.03,1.14,2023-12-18 00:50:12,2023-12-18 01:58:36,64,72,8.8
U00478,Model_19,S066,24.6,1.53,2024-03-31 00:50:12,2024-03-31 02:22:00,39,96,16.08
U04849,Model_16,S043,48.09,2.34,2024-09-02 00:50:12,2024-09-02 03:10:36,53,100,20.55
U03297,Model_8,S008,10.3,2.09,2024-01-15 00:50:12,2024-01-15 02:55:36,40,51,4.93
U04284,Model_2,S047,5.47,1.8,2024-08-14 00:50:12,2024-08-14 02:38:12,23,56,3.04
U03175,Model_4,S027,36.92,2.51,2024-04-04 00:50:12,2024-04-04 03:20:48,65,73,14.71
U02707,Model_16,S004,19.25,1.03,2024-08-01 00:50:12,2024-08-01 01:52:00,71,97,18.69
U03040,Model_20,S060,6.26,1.47,2024-11-09 00:50:12,2024-11-09 02:18:24,75,94,4.26
U04969,Model_1,S037,21.15,1.59,2024-10-31 00:50:12,2024-10-31 02:25:36,46,68,13.3
U00583,Model_4,S026,57.32,2.8,2024-09-13 00:50:12,2024-09-13 03:38:12,21,97,20.47
U04512,Model_16,S036,40.83,1.96,2024-08-12 00:50:12,2024-08-12 02:47:48,21,26,20.83
U04500,Model_11,S063,36.31,2.31,2024-08-20 00:50:12,2024-08-20 03:08:48,49,92,15.72
U03166,Model_11,S004,55.81,2.81,2024-06-02 00:50:12,2024-06-02 03:38:48,44,90,19.86
U02050,Model_12,S053,6.6,1.04,2024-06-24 00:50:12,2024-06-24 01:52:36,47,87,6.35
U03276,Model_8,S034,6.28,1.2,2024-04-23 00:50:12,2024-04-23 02:02:12,16,22,5.23
U02039,Model_15,S046,33.72,2.3,2024-07-06 00:50:12,2024-07-06 03:08:12,29,30,14.66
U00503,Model_10,S056,30.86,2.97,2024-03-17 00:50:12,2024-03-17 03:48:24,22,58,10.39
U03383,Model_11,S067,32.32,1.89,2024-07-18 00:50:12,2024-07-18 02:43:36,0,29,17.1
U01290,Model_4,S040,8.85,1.92,2024-03-12 00:50:12,2024-03-12 02:45:24,52,100,4.61
U01602,Model_14,S031,39.17,1.81,2023-12-29 00:50:12,2023-12-29 02:38:48,57,79,21.64
U01626,Model_9,S054,7.94,0.51,2024-10-29 00:50:12,2024-10-29 01:20:48,9,89,15.56
U04927,Model_17,S001,17.59,1.78,2024-08-18 00:50:12,2024-08-18 02:37:00,75,80,9.88
U01672,Model_3,S027,7.6,0.6,2024-02-27 00:50:12,2024-02-27 01:26:12,47,75,12.66
U01180,Model_6,S025,28.81,1.42,2024-01-14 00:50:12,2024-01-14 02:15:24,4,24,20.29
U00377,Model_18,S042,23.89,1.1,2024-02-10 00:50:12,2024-02-10 01:56:12,20,40,21.72
U04436,Model_11,S067,5.08,1.14,2024-07-22 00:50:12,2024-07-22 01:58:36,48,59,4.46
U04056,Model_13,S033,20.49,1.16,2024-04-14 00:50:12,2024-04-14 01:59:48,28,75,17.66
U02395,Model_5,S059,40.64,2.84,2024-02-07 00:50:12,2024-02-07 03:40:36,33,52,14.31
U02651,Model_16,S065,29.03,2.98,2024-01-03 00:50:12,2024-01-03 03:49:00,35,76,9.74
U04633,Model_8,S051,42.47,2.34,2024-04-20 00:50:12,2024-04-20 03:10:36,77,83,18.15
U04621,Model_6,S058,11.8,1.2,2024-08-30 00:50:12,2024-08-30 02:02:12,70,73,9.83
U01909,Model_11,S002,6.78,0.79,2024-09-18 00:50:12,2024-09-18 01:37:36,18,34,8.58
U01726,Model_16,S012,3.94,0.73,2024-03-10 00:50:12,2024-03-10 01:34:00,18,45,5.4
U02576,Model_1,S053,49.58,2.73,2024-04-19 00:50:12,2024-04-19 03:34:00,45,87,18.16
U04936,Model_20,S020,18.76,2.89,2024-07-08 00:50:12,2024-07-08 03:43:36,17,90,6.49
U02882,Model_7,S046,7.86,1.45,2024-08-14 00:50:12,2024-08-14 02:17:12,18,86,5.42
U02249,Model_14,S038,8.96,2.04,2024-10-01 00:50:12,2024-10-01 02:52:36,34,80,4.39
U02314,Model_6,S052,25.65,1.69,2024-04-18 00:50:12,2024-04-18 02:31:36,4,29,15.18
U01529,Model_4,S050,4.25,0.63,2024-09-28 00:50:12,2024-09-28 01:28:00,44,97,6.74
U02057,Model_15,S031,12.97,0.82,2024-02-13 00:50:12,2024-02-13 01:39:24,24,88,15.82
U02407,Model_8,S010,13.68,1.51,2024-02-07 00:50:12,2024-02-07 02:20:48,66,73,9.06
U01079,Model_11,S058,14.46,0.84,2024-10-17 00:50:12,2024-10-17 01:40:36,34,93,17.21
U02009,Model_7,S053,10.9,0.91,2024-10-23 00:50:12,2024-10-23 01:44:48,24,69,11.98
U00068,Model_3,S047,26.41,1.21,2024-10-06 00:50:12,2024-10-06 02:02:48,20,24,21.83
U02520,Model_3,S040,29.36,2.12,2024-08-20 00:50:12,2024-08-20 02:57:24,57,93,13.85
U00119,Model_17,S049,54.46,2.48,2024-11-14 00:50:12,2024-11-14 03:19:00,10,35,21.96
U00124,Model_17,S063,17.44,1.63,2024-07-24 00:50:12,2024-07-24 02:28:00,40,69,10.7
U00990,Model_15,S041,17.91,1.52,2024-01-28 00:50:12,2024-01-28 02:21:24,8,35,11.78
U02071,Model_1,S025,30.14,1.64,2024-03-24 00:50:12,2024-03-24 02:28:36,67,68,18.38
U03524,Model_6,S029,21.65,2.65,2024-02-19 00:50:12,2024-02-19 03:29:12,19,53,8.17
U02961,Model_13,S007,37.16,2.73,2024-08-09 00:50:12,2024-08-09 03:34:00,31,36,13.61
U01727,Model_10,S068,32.25,1.54,2024-07-09 00:50:12,2024-07-09 02:22:36,72,80,20.94
U04689,Model_15,S037,26.27,1.54,2024-06-12 00:50:12,2024-06-12 02:22:36,26,57,17.06
U00537,Model_9,S050,12.82,1.88,2024-09-15 00:50:12,2024-09-15 02:43:00,77,81,6.82
U03656,Model_12,S060,9.46,0.79,2024-05-01 00:50:12,2024-05-01 01:37:36,36,81,11.97
U04800,Model_4,S043,23.26,2.99,2024-08-23 00:50:12,2024-08-23 03:49:36,27,56,7.78
U00609,Model_14,S049,9.74,2.43,2024-05-25 00:50:12,2024-05-25 03:16:00,10,96,4.01
U04512,Model_17,S019,13.7,1.3,2024-09-18 00:50:12,2024-09-18 02:08:12,7,85,10.54
U00971,Model_20,S011,32.36,2.16,2024-05-11 00:50:12,2024-05-11 02:59:48,34,55,14.98
U02291,Model_16,S020,35.46,1.73,2024-09-21 00:50:12,2024-09-21 02:34:00,78,100,20.5
U03885,Model_4,S027,2.88,0.82,2023-12-19 00:50:12,2023-12-19 01:39:24,12,39,3.51
U00797,Model_4,S069,14.14,1.14,2024-07-25 00:50:12,2024-07-25 01:58:36,51,56,12.4
U02155,Model_19,S041,12.53,2.73,2024-05-16 00:50:12,2024-05-16 03:34:00,76,91,4.59
U03262,Model_13,S030,19.07,1.93,2023-12-29 00:50:12,2023-12-29 02:46:00,55,82,9.88
U01249,Model_7,S038,3.11,0.6,2024-10-31 00:50:12,2024-10-31 01:26:12,23,88,5.18
U04626,Model_4,S009,13.07,0.82,2024-09-22 00:50:12,2024-09-22 01:39:24,36,51,15.94
U03026,Model_20,S055,21.07,2.67,2024-06-23 00:50:12,2024-06-23 03:30:24,7,84,7.89
U01189,Model_2,S065,5.22,0.79,2024-08-22 00:50:12,2024-08-22 01:37:36,69,71,6.61
U03110,Model_5,S058,18.14,2.09,2024-09-10 00:50:12,2024-09-10 02:55:36,37,90,8.68
U02733,Model_14,S050,10.2,1.01,2024-11-09 00:50:12,2024-11-09 01:50:48,18,26,10.1
U00862,Model_5,S025,27.92,1.87,2024-05-13 00:50:12,2024-05-13 02:42:24,6,32,14.93
U02480,Model_9,S063,12.67,1.1,2024-04-26 00:50:12,2024-04-26 01:56:12,79,85,11.52
U00648,Model_10,S026,14.73,2.02,2024-07-26 00:50:12,2024-07-26 02:51:24,36,37,7.29
U02010,Model_19,S011,15.15,2.07,2024-10-10 00:50:12,2024-10-10 02:54:24,65,100,7.32
U03023,Model_16,S044,49.95,2.58,2024-02-17 00:50:12,2024-02-17 03:25:00,26,86,19.36
U00214,Model_15,S041,7.61,1.04,2024-01-05 00:50:12,2024-01-05 01:52:36,13,17,7.32
U02372,Model_6,S034,14.43,0.72,2024-03-02 00:50:12,2024-03-02 01:33:24,14,78,20.04
U04621,Model_13,S068,23.56,2.48,2024-03-12 00:50:12,2024-03-12 03:19:00,64,82,9.5
U00626,Model_7,S060,33.24,1.88,2024-02-13 00:50:12,2024-02-13 02:43:00,71,91,17.68
U01407,Model_3,S011,37.07,2.72,2024-06-02 00:50:12,2024-06-02 03:33:24,53,71,13.63
U00111,Model_20,S031,19.03,0.92,2024-04-08 00:50:12,2024-04-08 01:45:24,67,86,20.68
U01240,Model_16,S068,7.16,0.56,2024-04-24 00:50:12,2024-04-24 01:23:48,48,50,12.79
U00013,Model_14,S048,14.05,2.54,2024-10-08 00:50:12,2024-10-08 03:22:36,79,91,5.53
U03340,Model_12,S038,1.98,0.6,2024-07-06 00:50:12,2024-07-06 01:26:12,59,100,3.3
U04528,Model_4,S042,22.49,2.77,2023-12-30 00:50:12,2023-12-30 03:36:24,65,72,8.12
U03774,Model_4,S023,8.09,1.32,2024-07-28 00:50:12,2024-07-28 02:09:24,77,85,6.13
U00717,Model_10,S025,23.56,2.68,2024-12-10 00:50:12,2024-12-10 03:31:00,78,81,8.79
U02907,Model_1,S053,3.49,0.94,2024-04-13 00:50:12,2024-04-13 01:46:36,20,73,3.71
U04575,Model_3,S044,10.02,1.01,2024-04-14 00:50:12,2024-04-14 01:50:48,52,81,9.92
U04719,Model_20,S006,35.42,1.79,2024-03-29 00:50:12,2024-03-29 02:37:36,46,92,19.79
U02680,Model_14,S068,21.81,2.45,2024-07-21 00:50:12,2024-07-21 03:17:12,0,45,8.9
U01432,Model_5,S015,21.24,1.01,2024-06-09 00:50:12,2024-06-09 01:50:48,14,59,21.03
U04938,Model_5,S019,14.18,0.65,2024-08-11 00:50:12,2024-08-11 01:29:12,13,50,21.81
U03504,Model_13,S018,30.46,1.44,2023-12-25 00:50:12,2023-12-25 02:16:36,74,82,21.15
U01520,Model_4,S065,34.84,2.83,2024-05-18 00:50:12,2024-05-18 03:40:00,9,75,12.31
U03621,Model_16,S038,7.37,1.24,2024-08-29 00:50:12,2024-08-29 02:04:36,38,41,5.94
U03106,Model_1,S031,15.22,1.36,2024-03-13 00:50:12,2024-03-13 02:11:48,78,84,11.19
U01394,Model_6,S005,43.68,2.99,2024-09-06 00:50:12,2024-09-06 03:49:36,11,63,14.61
U02880,Model_20,S045,35.84,2.08,2024-05-15 00:50:12,2024-05-15 02:55:00,30,46,17.23
U04894,Model_18,S032,26.32,1.63,2024-04-17 00:50:12,2024-04-17 02:28:00,57,67,16.15
U03320,Model_18,S013,33.6,2.06,2024-06-22 00:50:12,2024-06-22 02:53:48,12,34,16.31
U04560,Model_8,S065,9.39,1.12,2024-03-24 00:50:12,2024-03-24 01:57:24,42,51,8.38
U04391,Model_5,S025,6.82,1.06,2024-06-08 00:50:12,2024-06-08 01:53:48,4,97,6.43
U03972,Model_14,S019,3.91,1.08,2024-12-06 00:50:12,2024-12-06 01:55:00,54,55,3.62
U00694,Model_7,S032,5.84,0.85,2024-05-06 00:50:12,2024-05-06 01:41:12,57,76,6.87
U01387,Model_8,S025,18.89,1.34,2024-02-03 00:50:12,2024-02-03 02:10:36,61,96,14.1
U00864,Model_10,S026,5.24,0.6,2024-04-28 00:50:12,2024-04-28 01:26:12,44,91,8.74
U01983,Model_5,S035,13.56,0.87,2024-11-22 00:50:12,2024-11-22 01:42:24,38,71,15.59
U01850,Model_4,S027,27.52,2.33,2024-02-07 00:50:12,2024-02-07 03:10:00,48,52,11.81
U02683,Model_14,S049,20.18,1.8,2024-10-24 00:50:12,2024-10-24 02:38:12,27,76,11.21
U01227,Model_5,S009,9.96,2.29,2024-06-10 00:50:12,2024-06-10 03:07:36,28,61,4.35
U04039,Model_2,S054,13.98,1.0,2024-10-23 00:50:12,2024-10-23 01:50:12,61,74,13.98
U02947,Model_17,S029,36.19,1.79,2024-04-08 00:50:12,2024-04-08 02:37:36,13,48,20.22
U00896,Model_4,S049,20.26,1.23,2024-06-06 00:50:12,2024-06-06 02:04:00,41,57,16.47
U03956,Model_11,S054,29.43,2.72,2024-08-06 00:50:12,2024-08-06 03:33:24,76,98,10.82
U00741,Model_17,S029,34.55,2.27,2024-07-02 00:50:12,2024-07-02 03:06:24,48,70,15.22
U01174,Model_11,S021,15.96,2.71,2024-09-18 00:50:12,2024-09-18 03:32:48,4,37,5.89
U01694,Model_4,S059,24.95,1.22,2023-12-21 00:50:12,2023-12-21 02:03:24,30,93,20.45
U03571,Model_2,S033,42.41,2.23,2024-08-15 00:50:12,2024-08-15 03:04:00,62,74,19.02
U01622,Model_9,S007,46.7,2.81,2024-04-14 00:50:12,2024-04-14 03:38:48,4,49,16.62
U02286,Model_14,S070,31.95,2.66,2024-11-17 00:50:12,2024-11-17 03:29:48,2,34,12.01
U04558,Model_15,S012,10.0,1.09,2024-02-22 00:50:12,2024-02-22 01:55:36,3,93,9.17
U04442,Model_8,S015,7.43,1.15,2024-12-12 00:50:12,2024-12-12 01:59:12,26,93,6.46
U00924,Model_17,S012,14.29,0.65,2024-11-26 00:50:12,2024-11-26 01:29:12,38,99,21.98
U01169,Model_19,S045,14.35,1.28,2024-06-09 00:50:12,2024-06-09 02:07:00,62,69,11.21
U03532,Model_19,S021,14.14,0.94,2024-07-12 00:50:12,2024-07-12 01:46:36,26,66,15.04
U04555,Model_18,S036,15.64,1.52,2024-08-23 00:50:12,2024-08-23 02:21:24,45,50,10.29
